cik,series_id,name,series,total_assets,total_liabilities,cash,file_name
0000875352,S000025841,Delaware Pooled Trust,Macquarie Emerging Markets Portfolio II,43882387.22,115490.26,24207.35,data/xml/2219.txt
0001027596,S000041568,Advisors Series Trust,Semper MBS Total Return Fund,2354472518.98,30789989.4,24418.19,data/xml/222.txt
0000875352,S000003940,Delaware Pooled Trust,Macquarie Emerging Markets Portfolio,81064892.35,336968.95,25631.71,data/xml/2220.txt
0000875352,S000003939,Delaware Pooled Trust,Macquarie Core Plus Bond Portfolio,151788219.06,4277698.06,37560.2,data/xml/2221.txt
0000875352,S000003929,Delaware Pooled Trust,Macquarie Labor Select International Equity Portfolio,446256878.18,648759.77,387974.77,data/xml/2222.txt
0000814230,S000065938,Delaware VIP Trust,Delaware VIP Opportunity Series,82580192.62,250757.26,0.0,data/xml/2223.txt
0000814230,S000065946,Delaware VIP Trust,Delaware VIP International Series,166469260.73,245314.51,43314.48,data/xml/2224.txt
0000814230,S000065944,Delaware VIP Trust,Delaware VIP Growth Equity Series,92105410.99,107625.26,0.0,data/xml/2225.txt
0000814230,S000002477,Delaware VIP Trust,Delaware VIP U.S. Growth Series,372799977.05,353012.01,225.0,data/xml/2226.txt
0000814230,S000002473,Delaware VIP Trust,Delaware VIP REIT Series,442201260.89,963869.61,0.01,data/xml/2227.txt
0000814230,S000065941,Delaware VIP Trust,Delaware VIP Equity Income Series,128409027.62,137346.25,0.0,data/xml/2228.txt
0000814230,S000065948,Delaware VIP Trust,Delaware VIP Limited Duration Bond Series,31802591.38,87911.8,7935.78,data/xml/2229.txt
0001027596,S000044807,Advisors Series Trust,Semper Short Duration Fund,454695830.73,7493862.72,27731.49,data/xml/223.txt
0000814230,S000065942,Delaware VIP Trust,Delaware VIP Fund for Income Series,107472761.08,2411942.54,0.0,data/xml/2230.txt
0000814230,S000002481,Delaware VIP Trust,Delaware VIP Diversified Income Series,2552674827.86,5680934.15,6014484.03,data/xml/2231.txt
0000814230,S000065940,Delaware VIP Trust,Delaware VIP Total Return Series,58838262.1,165832.86,98707.54,data/xml/2232.txt
0000814230,S000065947,Delaware VIP Trust,Delaware VIP Investment Grade Series,62098693.87,99888.87,0.0,data/xml/2233.txt
0000814230,S000065939,Delaware VIP Trust,Delaware VIP Special Situations Series,239946058.33,572203.2,0.0,data/xml/2234.txt
0000814230,S000065945,Delaware VIP Trust,Delaware VIP Growth and Income Series,518513657.07,398187.84,0.0,data/xml/2235.txt
0000814230,S000002482,Delaware VIP Trust,Delaware VIP Emerging Markets Series,697272443.24,9991783.41,0.0,data/xml/2236.txt
0000814230,S000065937,Delaware VIP Trust,Delaware VIP Covered Call Strategy Series,21929721.18,66986.58,130455.77,data/xml/2237.txt
0000814230,S000002485,Delaware VIP Trust,Delaware VIP High Yield Series,204687423.56,1482889.66,0.0,data/xml/2238.txt
0000814230,S000002478,Delaware VIP Trust,Delaware VIP Value Series,842464546.44,631475.5,0.0,data/xml/2239.txt
0000878719,S000005712,ADVISORS' INNER CIRCLE FUND,Acadian Emerging Markets Portfolio,1113182863.05,2801369.0,0.0,data/xml/224.txt
0000814230,S000002486,Delaware VIP Trust,Delaware VIP International Value Equity Series,52962942.9,1640465.55,33827.58,data/xml/2240.txt
0000814230,S000002479,Delaware VIP Trust,Delaware VIP Limited-Term Diversified Income Series,1348128188.16,1787898.7,0.0,data/xml/2241.txt
0000814230,S000002475,Delaware VIP Trust,Delaware VIP Small Cap Value Series,1320310375.28,4705951.14,0.0,data/xml/2242.txt
0000814230,S000002484,Delaware VIP Trust,Delaware VIP Smid Cap Core Series,629669254.92,1587520.87,6247148.18,data/xml/2243.txt
0000926425,S000006099,DEUTSCHE DWS ASSET ALLOCATION TRUST,DWS Multi-Asset Growth Allocation Fund,82870837.42,122066.35,0.0,data/xml/2244.txt
0000926425,S000006100,DEUTSCHE DWS ASSET ALLOCATION TRUST,DWS Multi-Asset Conservative Allocation Fund,83968637.72,141659.11,0.0,data/xml/2245.txt
0000926425,S000006098,DEUTSCHE DWS ASSET ALLOCATION TRUST,DWS Multi-Asset Moderate Allocation Fund,27594568.6,68596.76,0.0,data/xml/2246.txt
0000888568,S000009010,DEUTSCHE DWS EQUITY 500 INDEX PORTFOLIO,Deutsche DWS Equity 500 Index Portfolio,1699015785.83,6506823.96,0.0,data/xml/2247.txt
0000793597,S000047216,DEUTSCHE DWS GLOBAL/INTERNATIONAL FUND INC.,DWS ESG International Core Equity Fund,26055390.19,557267.98,21052.45,data/xml/2248.txt
0000793597,S000005469,DEUTSCHE DWS GLOBAL/INTERNATIONAL FUND INC.,DWS International Growth Fund,559000103.61,9934399.63,2245068.54,data/xml/2249.txt
0000878719,S000016708,ADVISORS' INNER CIRCLE FUND,LSV Conservative Value Equity Fund,79324302.32,50872.75,0.0,data/xml/225.txt
0000793597,S000022444,DEUTSCHE DWS GLOBAL/INTERNATIONAL FUND INC.,DWS RREEF Global Infrastructure Fund,1631006663.54,98989474.88,0.0,data/xml/2250.txt
0000793597,S000005468,DEUTSCHE DWS GLOBAL/INTERNATIONAL FUND INC.,DWS Global Small Cap Fund,200247128.98,5186141.7,116949.08,data/xml/2251.txt
0000793597,S000005467,DEUTSCHE DWS GLOBAL/INTERNATIONAL FUND INC.,DWS ESG Global Bond Fund,56560697.12,1786351.33,1194351.55,data/xml/2252.txt
0000793597,S000005466,DEUTSCHE DWS GLOBAL/INTERNATIONAL FUND INC.,DWS Emerging Markets Fixed Income Fund,83995387.49,3936876.7,0.0,data/xml/2253.txt
0000747677,S000005964,DEUTSCHE DWS INCOME TRUST,DWS GNMA Fund,1767650299.71,301152567.32,0.0,data/xml/2254.txt
0000747677,S000059987,DEUTSCHE DWS INCOME TRUST,DWS Short Duration High Income Fund,17145586.55,75943.9,26681.99,data/xml/2255.txt
0000747677,S000031152,DEUTSCHE DWS INCOME TRUST,DWS Short Duration Fund,1140505161.12,15440978.96,98830.41,data/xml/2256.txt
0000747677,S000031154,DEUTSCHE DWS INCOME TRUST,DWS High Income Fund,815645993.8,13591294.22,2710057.75,data/xml/2257.txt
0000747677,S000031157,DEUTSCHE DWS INCOME TRUST,DWS Global High Income Fund,554152178.02,21866118.49,20070.27,data/xml/2258.txt
0000862157,S000057563,DEUTSCHE DWS INSTITUTIONAL FUNDS,DWS U.S. Multi-Factor Fund,302355920.83,647767.8,0.0,data/xml/2259.txt
0000878719,S000023533,ADVISORS' INNER CIRCLE FUND,LSV Global Value Fund,6502014.83,21795.35,0.0,data/xml/226.txt
0000862157,S000032010,DEUTSCHE DWS INSTITUTIONAL FUNDS,DWS S&P 500 Index Fund,1064946568.03,552570.18,0.0,data/xml/2260.txt
0000862157,S000005959,DEUTSCHE DWS INSTITUTIONAL FUNDS,DWS Equity 500 Index Fund,627941489.35,279688.24,0.0,data/xml/2261.txt
0000862157,S000005959,DEUTSCHE DWS INSTITUTIONAL FUNDS,DWS Equity 500 Index Fund,627941489.35,279688.24,0.0,data/xml/2262.txt
0000088053,S000031160,DEUTSCHE DWS INTERNATIONAL FUND INC.,DWS Global Macro Fund,193468544.74,2277259.04,3268988.27,data/xml/2263.txt
0000088053,S000006028,DEUTSCHE DWS INTERNATIONAL FUND INC.,DWS Emerging Markets Equity Fund,471738794.66,8624974.83,7711853.98,data/xml/2264.txt
0000088053,S000006031,DEUTSCHE DWS INTERNATIONAL FUND INC.,DWS Latin America Equity Fund,352079195.65,13246868.08,1173695.05,data/xml/2265.txt
0000088064,S000062621,DEUTSCHE DWS INVESTMENT TRUST,DWS ESG Core Equity Fund,205941237.97,1905317.51,0.0,data/xml/2266.txt
0000088064,S000062620,DEUTSCHE DWS INVESTMENT TRUST,DWS CROCI(R) Equity Dividend Fund,1297229626.69,5162777.76,10051.4,data/xml/2267.txt
0000088064,S000005706,DEUTSCHE DWS INVESTMENT TRUST,DWS Core Equity Fund,4016514837.38,8828456.14,10000.0,data/xml/2268.txt
0000088064,S000005705,DEUTSCHE DWS INVESTMENT TRUST,DWS Capital Growth Fund,1638897713.4,1622499.65,0.0,data/xml/2269.txt
0000878719,S000045798,ADVISORS' INNER CIRCLE FUND,LSV U.S. Managed Volatility Fund,73301153.6,52468.97,0.0,data/xml/227.txt
0000088064,S000005709,DEUTSCHE DWS INVESTMENT TRUST,DWS Small Cap Core Fund,357581670.4,28783957.43,0.0,data/xml/2270.txt
0000088064,S000048744,DEUTSCHE DWS INVESTMENT TRUST,DWS CROCI(R) U.S. Fund,878301353.4,753181.09,10000.0,data/xml/2271.txt
0000088064,S000031150,DEUTSCHE DWS INVESTMENT TRUST,DWS Small Cap Growth Fund,367440948.76,8576989.48,31.73,data/xml/2272.txt
0000088064,S000005707,DEUTSCHE DWS INVESTMENT TRUST,DWS Large Cap Focus Growth Fund,281776396.25,7019219.03,0.0,data/xml/2273.txt
0001006373,S000006221,DEUTSCHE DWS INVESTMENTS VIT FUNDS,DWS Equity 500 Index VIP,612347002.01,531557.46,0.0,data/xml/2274.txt
0001006373,S000006223,DEUTSCHE DWS INVESTMENTS VIT FUNDS,DWS Small Cap Index VIP,401245197.47,15089388.1,10739.66,data/xml/2275.txt
0000095603,S000032019,DEUTSCHE DWS MARKET TRUST,DWS RREEF Real Assets Fund,698679747.23,14110313.34,2245471.3,data/xml/2276.txt
0000095603,S000006138,DEUTSCHE DWS MARKET TRUST,DWS Global Income Builder Fund,780523177.47,32710459.63,3772050.42,data/xml/2277.txt
0000203142,S000006094,DEUTSCHE DWS MUNICIPAL TRUST,DWS Strategic High Yield Tax-Free Fund,1172017435.56,42308237.43,0.0,data/xml/2278.txt
0000203142,S000006095,DEUTSCHE DWS MUNICIPAL TRUST,DWS Managed Municipal Bond Fund,4172436387.6,31543830.98,0.0,data/xml/2279.txt
0000878719,S000062890,ADVISORS' INNER CIRCLE FUND,LSV Emerging Markets Equity Fund,6678100.05,40520.26,6629.97,data/xml/228.txt
0000203142,S000031144,DEUTSCHE DWS MUNICIPAL TRUST,DWS Short-Term Municipal Bond Fund,357197297.97,23192774.94,0.0,data/xml/2280.txt
0000088063,S000017996,DEUTSCHE DWS PORTFOLIO TRUST,DWS Floating Rate Fund,215135945.34,4732177.72,773139.76,data/xml/2281.txt
0000088063,S000006101,DEUTSCHE DWS PORTFOLIO TRUST,DWS Total Return Bond Fund,553210229.46,44632441.13,648642.61,data/xml/2282.txt
0000088048,S000006103,DEUTSCHE DWS SECURITIES TRUST,DWS Health and Wellness Fund,296070435.26,1741684.51,6.39,data/xml/2283.txt
0000088048,S000047963,DEUTSCHE DWS SECURITIES TRUST,DWS RREEF MLP & Energy Infrastructure Fund,7363017.74,129846.8,430.32,data/xml/2284.txt
0000088048,S000032043,DEUTSCHE DWS SECURITIES TRUST,DWS Enhanced Commodity Strategy Fund,2002478995.31,11255299.19,2783718.79,data/xml/2285.txt
0000088048,S000032042,DEUTSCHE DWS SECURITIES TRUST,DWS Communications Fund,91428541.05,772435.16,115696.98,data/xml/2286.txt
0000088048,S000032045,DEUTSCHE DWS SECURITIES TRUST,DWS RREEF Real Estate Securities Fund,1439690895.2,29951691.64,10000.0,data/xml/2287.txt
0000088048,S000032044,DEUTSCHE DWS SECURITIES TRUST,DWS RREEF Global Real Estate Securities Fund,333633187.93,2455779.97,190032.66,data/xml/2288.txt
0000088048,S000031522,DEUTSCHE DWS SECURITIES TRUST,DWS Science and Technology Fund,983489768.57,6743622.49,0.0,data/xml/2289.txt
0000878719,S000006448,ADVISORS' INNER CIRCLE FUND,LSV Value Equity Fund,2984170594.63,2460149.66,0.0,data/xml/229.txt
0000714287,S000006111,DEUTSCHE DWS STATE TAX-FREE INCOME SERIES,DWS California Tax-Free Income Fund,788509775.28,6172575.54,49172.66,data/xml/2290.txt
0000714287,S000006112,DEUTSCHE DWS STATE TAX-FREE INCOME SERIES,DWS New York Tax-Free Income Fund,298078566.62,6123844.4,593703.27,data/xml/2291.txt
0000714287,S000033433,DEUTSCHE DWS STATE TAX-FREE INCOME SERIES,DWS Massachusetts Tax-Free Fund,384450594.89,8126706.79,254634.39,data/xml/2292.txt
0000711600,S000006133,DEUTSCHE DWS TAX FREE TRUST,DWS Intermediate Tax-Free Fund,1079266317.35,37467692.76,0.0,data/xml/2293.txt
0000764797,S000006247,DEUTSCHE DWS VARIABLE SERIES I,DWS Core Equity VIP,111345624.45,1217218.32,0.0,data/xml/2294.txt
0000764797,S000006245,DEUTSCHE DWS VARIABLE SERIES I,DWS Capital Growth VIP,866799986.11,477509.12,0.0,data/xml/2295.txt
0000764797,S000006244,DEUTSCHE DWS VARIABLE SERIES I,DWS Bond VIP,54644190.44,5730736.86,0.0,data/xml/2296.txt
0000764797,S000006246,DEUTSCHE DWS VARIABLE SERIES I,DWS Global Small Cap VIP,75079999.44,1958623.43,130011.49,data/xml/2297.txt
0000764797,S000006249,DEUTSCHE DWS VARIABLE SERIES I,DWS CROCI(R) International VIP,81800237.25,156743.14,58139.07,data/xml/2298.txt
0000810573,S000023653,DEUTSCHE DWS VARIABLE SERIES II,DWS Alternative Asset Allocation VIP,383121530.67,413436.47,10000.0,data/xml/2299.txt
0000003794,S000035798,AB BOND FUND INC.,AB FlexFee International Bond Portfolio,51056338.31,3796740.69,831487.78,data/xml/23.txt
0000878719,S000045799,ADVISORS' INNER CIRCLE FUND,LSV Global Managed Volatility Fund,14676424.21,31100.05,0.0,data/xml/230.txt
0000810573,S000006269,DEUTSCHE DWS VARIABLE SERIES II,DWS Small Mid Cap Value VIP,96335236.27,2125650.59,0.0,data/xml/2300.txt
0000810573,S000006276,DEUTSCHE DWS VARIABLE SERIES II,DWS International Growth VIP,18085621.59,401025.41,143412.23,data/xml/2301.txt
0000810573,S000006276,DEUTSCHE DWS VARIABLE SERIES II,DWS International Growth VIP,18085621.59,401025.41,143412.23,data/xml/2302.txt
0000810573,S000006280,DEUTSCHE DWS VARIABLE SERIES II,DWS High Income VIP,56633622.26,615007.79,20057.89,data/xml/2303.txt
0000810573,S000006261,DEUTSCHE DWS VARIABLE SERIES II,DWS Multisector Income VIP,8985066.66,106216.06,10621.89,data/xml/2304.txt
0000810573,S000006277,DEUTSCHE DWS VARIABLE SERIES II,DWS Government & Agency Securities VIP,39571748.01,5161301.43,83941.27,data/xml/2305.txt
0000810573,S000006254,DEUTSCHE DWS VARIABLE SERIES II,DWS Global Equity VIP,31136712.91,1190308.96,79241.79,data/xml/2306.txt
0000810573,S000006265,DEUTSCHE DWS VARIABLE SERIES II,DWS Global Income Builder VIP,131916520.51,2011980.54,628195.79,data/xml/2307.txt
0000810573,S000006255,DEUTSCHE DWS VARIABLE SERIES II,DWS CROCI(R) U.S. VIP,160070860.47,3312130.52,518.39,data/xml/2308.txt
0000355437,S000000963,DFA INVESTMENT DIMENSIONS GROUP INC,JAPANESE SMALL COMPANY PORTFOLIO,547307642.21,233061.16,0.0,data/xml/2309.txt
0000878719,S000039922,ADVISORS' INNER CIRCLE FUND,LSV Small Cap Value Fund,417718657.96,1560999.68,0.0,data/xml/231.txt
0000355437,S000000965,DFA INVESTMENT DIMENSIONS GROUP INC,CONTINENTAL SMALL COMPANY PORTFOLIO,693773117.51,273720.29,0.0,data/xml/2310.txt
0000355437,S000000957,DFA INVESTMENT DIMENSIONS GROUP INC,EMERGING MARKETS PORTFOLIO,5802977380.79,2060133.67,0.0,data/xml/2311.txt
0000355437,S000000988,DFA INVESTMENT DIMENSIONS GROUP INC,U.S. LARGE CAP VALUE PORTFOLIO,25800216774.8,4880819.48,0.0,data/xml/2312.txt
0000355437,S000000964,DFA INVESTMENT DIMENSIONS GROUP INC,UNITED KINGDOM SMALL COMPANY PORTFOLIO,25794118.29,27240.32,0.0,data/xml/2313.txt
0000355437,S000000981,DFA INVESTMENT DIMENSIONS GROUP INC,EMERGING MARKETS SMALL CAP PORTFOLIO,6410838538.7,2996836.94,0.0,data/xml/2314.txt
0000355437,S000024202,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Short-Term Extended Quality Portfolio,6809945551.3,59049236.44,60837349.18,data/xml/2315.txt
0000355437,S000013345,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Inflation-Protected Securities Portfolio,4977473173.94,855026.77,0.0,data/xml/2316.txt
0000355437,S000033391,DFA INVESTMENT DIMENSIONS GROUP INC,World Core Equity Portfolio,904310634.56,142453.93,0.0,data/xml/2317.txt
0000355437,S000000986,DFA INVESTMENT DIMENSIONS GROUP INC,DFA INTERMEDIATE GOVERNMENT FIXED INCOME PORTFOLIO,5743606407.1,1040858.97,0.0,data/xml/2318.txt
0000355437,S000030217,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Commodity Strategy Portfolio,1414561971.78,32855118.62,125570311.34,data/xml/2319.txt
0000878719,S000059860,ADVISORS' INNER CIRCLE FUND,CIBC ATLAS ALL CAP GROWTH FUND,198276679.93,201749.27,0.0,data/xml/232.txt
0000355437,S000000978,DFA INVESTMENT DIMENSIONS GROUP INC,EMERGING MARKETS CORE EQUITY PORTFOLIO,29862420479.28,1352146378.69,318307222.9,data/xml/2320.txt
0000355437,S000024203,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Intermediate-Term Extended Quality Portfolio,2317499458.85,312822066.21,11359972.59,data/xml/2321.txt
0000355437,S000024203,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Intermediate-Term Extended Quality Portfolio,2317499458.85,312822066.21,11359972.59,data/xml/2322.txt
0000355437,S000021884,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Global Real Estate Securities Portfolio,9506132999.03,283785128.01,8101383.97,data/xml/2323.txt
0000355437,S000029683,DFA INVESTMENT DIMENSIONS GROUP INC,World ex U.S. Value Portfolio,285004553.53,84514.7,221240.13,data/xml/2324.txt
0000355437,S000000967,DFA INVESTMENT DIMENSIONS GROUP INC,INTERNATIONAL SMALL COMPANY PORTFOLIO,13017936701.08,5722567.81,132519161.91,data/xml/2325.txt
0000355437,S000000959,DFA INVESTMENT DIMENSIONS GROUP INC,EMERGING MARKETS VALUE PORTFOLIO,16385128426.53,7454681.25,0.0,data/xml/2326.txt
0000355437,S000000959,DFA INVESTMENT DIMENSIONS GROUP INC,EMERGING MARKETS VALUE PORTFOLIO,16385128426.53,7454681.25,0.0,data/xml/2327.txt
0000355437,S000031490,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Investment Grade Portfolio,12369078466.74,2035237790.55,6790313.33,data/xml/2328.txt
0000355437,S000034541,DFA INVESTMENT DIMENSIONS GROUP INC,Selectively Hedged Global Equity Portfolio,376887673.66,649025.81,4207055.19,data/xml/2329.txt
0000878719,S000042153,ADVISORS' INNER CIRCLE FUND,CIBC ATLAS MID CAP EQUITY FUND,788032298.35,590852.2,0.0,data/xml/233.txt
0000355437,S000034541,DFA INVESTMENT DIMENSIONS GROUP INC,Selectively Hedged Global Equity Portfolio,376887673.66,649025.81,4207055.19,data/xml/2330.txt
0000355437,S000033394,DFA INVESTMENT DIMENSIONS GROUP INC,DFA LTIP PORTFOLIO,233750860.86,48653.13,1142473.28,data/xml/2331.txt
0000355437,S000000979,DFA INVESTMENT DIMENSIONS GROUP INC,U.S. CORE EQUITY 1 PORTFOLIO,28961861164.05,1338150944.63,4439275.0,data/xml/2332.txt
0000355437,S000035595,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Intermediate-Term Municipal Bond Portfolio,2151001333.87,6251035.81,0.0,data/xml/2333.txt
0000355437,S000038670,DFA INVESTMENT DIMENSIONS GROUP INC,World ex U.S. Targeted Value Portfolio,554560286.93,8924914.54,3303605.87,data/xml/2334.txt
0000355437,S000000983,DFA INVESTMENT DIMENSIONS GROUP INC,INTERNATIONAL CORE EQUITY PORTFOLIO,33768201508.26,2928803415.82,354176094.47,data/xml/2335.txt
0000355437,S000016731,DFA INVESTMENT DIMENSIONS GROUP INC,DFA California Short-Term Municipal Bond Portfolio,1242587667.39,326944.26,0.0,data/xml/2336.txt
0000355437,S000020421,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Selectively Hedged Global Fixed Income Portfolio,1310202083.56,9884082.19,7038835.42,data/xml/2337.txt
0000355437,S000000968,DFA INVESTMENT DIMENSIONS GROUP INC,DFA ONE-YEAR FIXED INCOME PORTFOLIO,7623996417.89,165140283.5,4133.33,data/xml/2338.txt
0000355437,S000000968,DFA INVESTMENT DIMENSIONS GROUP INC,DFA ONE-YEAR FIXED INCOME PORTFOLIO,7623996417.89,165140283.5,4133.33,data/xml/2339.txt
0000878719,S000065635,ADVISORS' INNER CIRCLE FUND,CIBC ATLAS INTERNATIONAL GROWTH FUND,94364053.78,1415563.19,0.0,data/xml/234.txt
0000355437,S000000985,DFA INVESTMENT DIMENSIONS GROUP INC,LARGE CAP INTERNATIONAL PORTFOLIO,5648506181.55,342762981.59,60318202.85,data/xml/2340.txt
0000355437,S000000953,DFA INVESTMENT DIMENSIONS GROUP INC,VA U.S. TARGETED VALUE PORTFOLIO,370234361.23,20067910.32,0.0,data/xml/2341.txt
0000355437,S000000955,DFA INVESTMENT DIMENSIONS GROUP INC,DFA TWO-YEAR GLOBAL FIXED INCOME PORTFOLIO,5881168680.9,68744515.91,77440509.57,data/xml/2342.txt
0000355437,S000000950,DFA INVESTMENT DIMENSIONS GROUP INC,DFA INTERNATIONAL SMALL CAP VALUE PORTFOLIO,14660698631.83,1560865755.37,194125971.82,data/xml/2343.txt
0000355437,S000000969,DFA INVESTMENT DIMENSIONS GROUP INC,DFA FIVE-YEAR GLOBAL FIXED INCOME PORTFOLIO,15252370499.56,52217389.93,256328720.47,data/xml/2344.txt
0000355437,S000014548,DFA INVESTMENT DIMENSIONS GROUP INC,DFA International Real Estate Securities Portfolio,6845886663.44,654262730.61,112846177.87,data/xml/2345.txt
0000355437,S000031489,DFA INVESTMENT DIMENSIONS GROUP INC,DFA California Intermediate-Term Municipal Bond Portfolio,554111474.27,4775157.21,0.0,data/xml/2346.txt
0000355437,S000022895,DFA INVESTMENT DIMENSIONS GROUP INC,International Vector Equity Portfolio,2906899208.17,300565101.43,6208234.09,data/xml/2347.txt
0000355437,S000034651,DFA INVESTMENT DIMENSIONS GROUP INC,DFA World ex U.S. Government Fixed Income Portfolio,1573560888.51,5955957.02,5345145.2,data/xml/2348.txt
0000355437,S000000952,DFA INVESTMENT DIMENSIONS GROUP INC,VA INTERNATIONAL VALUE PORTFOLIO,363415235.22,30413255.56,1346878.89,data/xml/2349.txt
0000878719,S000059859,ADVISORS' INNER CIRCLE FUND,CIBC ATLAS EQUITY INCOME FUND,146068071.37,152171.04,0.0,data/xml/235.txt
0000355437,S000000954,DFA INVESTMENT DIMENSIONS GROUP INC,VA SHORT-TERM FIXED PORTFOLIO,332345272.83,9225777.43,0.0,data/xml/2350.txt
0000355437,S000000951,DFA INVESTMENT DIMENSIONS GROUP INC,VA INTERNATIONAL SMALL PORTFOLIO,284266659.99,28573868.03,1361555.65,data/xml/2351.txt
0000355437,S000020423,DFA INVESTMENT DIMENSIONS GROUP INC,International Sustainability Core 1 Portfolio,1643615553.34,102498543.22,10425347.71,data/xml/2352.txt
0000355437,S000020997,DFA INVESTMENT DIMENSIONS GROUP INC,T.A. World ex U.S. Core Equity Portfolio,4078263602.52,28495427.63,16475455.49,data/xml/2353.txt
0000355437,S000000962,DFA INVESTMENT DIMENSIONS GROUP INC,VA GLOBAL BOND PORTFOLIO,422201543.76,1920281.5,6784794.6,data/xml/2354.txt
0000355437,S000000974,DFA INVESTMENT DIMENSIONS GROUP INC,TAX-MANAGED U.S. MARKETWIDE VALUE PORTFOLIO,5368860309.02,1001094.88,0.0,data/xml/2355.txt
0000355437,S000018154,DFA INVESTMENT DIMENSIONS GROUP INC,U.S. Social Core Equity 2 Portfolio,1367651444.0,66147843.72,45.06,data/xml/2356.txt
0000355437,S000000973,DFA INVESTMENT DIMENSIONS GROUP INC,DFA SHORT-TERM MUNICIPAL BOND PORTFOLIO,2625326103.24,10805388.1,0.0,data/xml/2357.txt
0000355437,S000000982,DFA INVESTMENT DIMENSIONS GROUP INC,U.S. VECTOR EQUITY PORTFOLIO,4929083194.04,358129862.09,1188737.99,data/xml/2358.txt
0000355437,S000000972,DFA INVESTMENT DIMENSIONS GROUP INC,TAX-MANAGED U.S. EQUITY PORTFOLIO,4435884848.29,201233266.7,0.0,data/xml/2359.txt
0000878719,S000042154,ADVISORS' INNER CIRCLE FUND,CIBC ATLAS INCOME OPPORTUNITIES FUND,521472945.23,481850.84,0.0,data/xml/236.txt
0000355437,S000016732,DFA INVESTMENT DIMENSIONS GROUP INC,T.A. U.S. Core Equity 2 Portfolio,11027082067.7,556440904.91,0.0,data/xml/2360.txt
0000355437,S000000976,DFA INVESTMENT DIMENSIONS GROUP INC,TAX-MANAGED U.S. SMALL CAP PORTFOLIO,3501702870.87,359986826.12,0.0,data/xml/2361.txt
0000355437,S000000977,DFA INVESTMENT DIMENSIONS GROUP INC,Tax-Managed U.S. Targeted Value Portfolio,5144691792.76,420562804.95,0.0,data/xml/2362.txt
0000355437,S000000970,DFA INVESTMENT DIMENSIONS GROUP INC,U.S. Targeted Value Portfolio,11431798886.69,815865799.07,735571.07,data/xml/2363.txt
0000355437,S000012960,DFA INVESTMENT DIMENSIONS GROUP INC,Emerging Markets Social Core Equity Portfolio,1549282384.6,53676880.76,6407663.92,data/xml/2364.txt
0000355437,S000000975,DFA INVESTMENT DIMENSIONS GROUP INC,TAX-MANAGED DFA INTERNATIONAL VALUE PORTFOLIO,3793307032.65,22150448.16,37390158.73,data/xml/2365.txt
0000355437,S000000975,DFA INVESTMENT DIMENSIONS GROUP INC,TAX-MANAGED DFA INTERNATIONAL VALUE PORTFOLIO,3793307032.65,22150448.16,37390158.73,data/xml/2366.txt
0000355437,S000020422,DFA INVESTMENT DIMENSIONS GROUP INC,U.S. Sustainability Core 1 Portfolio,2443090324.58,83293951.07,0.0,data/xml/2367.txt
0000355437,S000000971,DFA INVESTMENT DIMENSIONS GROUP INC,U.S. SMALL CAP PORTFOLIO,18963581779.11,2007700434.8,4394900.69,data/xml/2368.txt
0000355437,S000000961,DFA INVESTMENT DIMENSIONS GROUP INC,VA U.S. LARGE VALUE PORTFOLIO,573116920.92,5545508.09,5.7,data/xml/2369.txt
0000878719,S000041987,ADVISORS' INNER CIRCLE FUND,CIBC ATLAS DISCIPLINED EQUITY FUND,1262841438.22,831764.94,0.0,data/xml/237.txt
0000355437,S000024504,DFA INVESTMENT DIMENSIONS GROUP INC,DFA VA Global Moderate Allocation Portfolio,143029679.55,42238.76,22.2,data/xml/2370.txt
0000355437,S000041113,DFA INVESTMENT DIMENSIONS GROUP INC,U.S. Large Cap Equity Portfolio,1649946365.97,31299792.36,25.28,data/xml/2371.txt
0000355437,S000039440,DFA INVESTMENT DIMENSIONS GROUP INC,International Large Cap Growth Portfolio,548964733.07,19650500.74,1866783.79,data/xml/2372.txt
0000355437,S000000956,DFA INVESTMENT DIMENSIONS GROUP INC,ENHANCED U.S. LARGE COMPANY PORTFOLIO,415861399.0,11038494.83,0.0,data/xml/2373.txt
0000355437,S000039441,DFA INVESTMENT DIMENSIONS GROUP INC,International Small Cap Growth Portfolio,242651137.97,23992430.01,1295805.08,data/xml/2374.txt
0000355437,S000048085,DFA INVESTMENT DIMENSIONS GROUP INC,DFA Municipal Bond Portfolio,536511968.13,147977.23,0.0,data/xml/2375.txt
0000355437,S000049338,DFA INVESTMENT DIMENSIONS GROUP INC,DFA TARGETED CREDIT PORTFOLIO,839978640.19,37689868.68,13005998.06,data/xml/2376.txt
0000355437,S000038669,DFA INVESTMENT DIMENSIONS GROUP INC,International Social Core Equity Portfolio,1328578541.52,106530178.67,4501556.88,data/xml/2377.txt
